unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
186,12-13,,,1st,math,,,"Ox “Oy” dz

- xX,X xX, xX x,Xx
Q31fy,=-—— , y, ="" , yp, =="" then prove that
x, x; x,

aly, > vs) ""
O\lx

1s %y oy

Section.- C

Attempt any two of the followings . (2x5=10)

2 2 2
Ql. If _— + + = =1 Prove that
atu b’+u ef +u

du) (au) (au) Ou
— |} +)/—! +) —]|] =2) x— +y
Ox Oy Oz ex ey z

Q.21f yee yea | Prove that (x°+ 1) Yor + (2m+1)X You + (n?"
187,12-13,,,1st,math,,,"-m’) y,= 0.

.Q.3 Ifu,v, w are the roots of the cubic equation (xa) +(x —b)'+(x~—c)' =Oinx,

then find QO u,v,w)/ d(a,b,c).

SET-D

—- peoupr A?"
188,12-13,,,1st,math,,,"--- Page 1 ---
GLA University, Mathura A
First- Mid Term Examination 2012-13

Course:- B.Tech 1-Year, li-Sem.
Subject: - Mathematic —1! (AHM-102) Uni. Roll No:-
Time:- 1 Hrs. 30 Minutes Total Marks:- 20
Notes:-

i) Attempt ALL groups.

2) ALL questions of group A are compulsory. Attempt ANY TWO questions from Group B and
ANY TWO questions from Group C.

3) All questions of a group should be answered at one place.

4) Answer should be brief and to-the-point.

5) Any missing or wrong data may be assumed suitably giving proper justification

a - -_——_— -... ————

-e—- a ee ee ee

Section —A (0.5x10 = Smarks)

Q.! In spherical polar coordinate dxdydz is replaced by

+r singdr d@dé = *r'sin@ dr dOdg = *r' sin2@ dr dOd@ ~—* Fr’ sin’ @ dr dOd@
_ wt) .f3)
0.2 The value of r }"" | is
4) \4
iPS * rv2 * J2n “Zz

‘«

Q3 Integral sin mx dy is equal to
G

‘27 * rv?"
189,12-13,,,1st,math,,,"* J27 * 7

Fe
Q.4 The value of | e’ dvdx is

* | “0 + | *?"
190,12-13,,,1st,math,,,"f \
Q.5 The value of [1 - | is
% 43

+/2 « JI” * 2/7 «Jx

Q.6 For { j F tx vidxdy the change of order of integration is

oo

“

‘[[flxyydedy + [[flxy)dvdx if flxy)dvde "" None of these

--- Page 2 ---
Q.7 The value of fe"" “dy is
*I'(m) * T¢m+l) *mi(m) *None of these
Q.8 The transformation X + y=, —_y =UV transforms the area clement dy. dx into J du dv,
where J is equal to
*| * None of these
Q9 Integral fe x''dx
«P(t * r(12) + r(10) *1(n)

' 1 pa
oxo ve} is equal to

* M(p-1) * Mprd * 1p)

Section ~B (2.5x2 = Smarks)

Q.1 Change into polar coordinate and evaluate [_fy'(r’ ty \dvde

Q.2 Prove that # (7,3) = {find n, where n is a positive integer.

Q.3 Evatuate ff f(x- 24 2)dxdvdz where = OSx <1. OSy<x*, Ox<zsxty
! ,

Section —C (5x2 = 10 marks)
Q.1 Change the order of the integration and evaluate fJ- —
e.% yx'~4y’
Q.2 Find the Fourier series representing /({x)=¢' in the interval 0 < x < 2n.

Q.3. Evaluate ff fx’! y""'2""""' dy dv d= integrated over the region in the first octant below the

wre (7) oC) Ue) =?"
191,14-15,,,1st,math,,,"--- Page 1 ---
First Mid Term Examination, Even Semester 2014-15) 2/., Ire
B.Tech. (I Year)- If Semester wens

Subject:- Mathematics-II Subject Code:- AHM-102
Time: 1% Hou Max. Marks: 20
Note: Attempt All Questions 1x5=5

1. Find the value of rir3.
4 4

2. Write the statement of Liouville’s extension of Dirichlet theorem.

3. Find the value of | sin?"
192,14-15,,,1st,math,,,"@cos* @dé@.

cy |

a yea
4. Change the order of integration ) [7 y)\axdy .
0 Ja?"
193,14-15,,,1st,math,,,"-y

0
5. Test the convergence of fer*de.

Section-B
Note: Attempt Any hree Questions 3x2=6

1. Let D be the region in the first quadrant bounded by the curves
xy 16, x=y, y=0 and x = 8. Sketch the region of integration of

the following integral ff x’dxdy and hence evaluate.
D

1 ( 1 p-t r
2. Solve the differential equation { (tog?"
194,14-15,,,1st,math,,,") am
¢ vy)

where p>0, q>0 .

3. Find the area lying between the parabola y=4x-x’ and the
line y =x.

2a ay

4. Evaluate | | fet” dedyde.
oo 0

Section-C
Note; Attempt Any Three Questions 3x3=9
1. To show that Pmt m + 3} = Jt rom , Where m is positive.

2. Let D be the region in the first quadrant bounded by x=0, y=0 and
x+y = 1.Change the variables x,y to u, v, where xty =u, y=uv,

and evaluate ff xy(l = x= y); dxdy .

P q /.\'
3. Find the mass ofa solid (=) +(2) +(2) =! , the density at
a c

any point being p = ke y""""z"""", Where x, y,z are all positive.

4. Change the order of integration and evaluate

aa 2?"
195,18-19,,,1st,math,,,"--- Page 1 ---
Printed Pages: 02 University Roll No.....-..-+.ese.e0«.

I Term Examination, Even - Semester, 2018-19
Program:-B.Tech == earieT Sem:-
_ + Subject-Ragineering Mathematics ode: HMAS-0102
Time: - 60 Min. | | Max. Marks: 15
| Section- A
Note: Attempt ALL Questions. | (2x3=6 Marks)

__Q.1. Using Beta and Gamma functions, evaluate
o |
(a) [xte* ae
‘en @
© WJq
Q.2. Test the convergence of the series:

Pe Pe
Mort ptt

Q3. Test the series whether it is convergent or divergent.

--- Page 2 ---
VEL ISS Perit
4 4.8?"
196,18-19,,,1st,math,,,47.8712?
197,18-19,,,1st,math,,,"4787127167

Q.2. Test the series for convergence and divergence:

x 2! 3!
+gtz* +B te

Q.3. (a) Using Gamma function, prove that:

| van ae - 5 | (2 Marks)

~ we apd : ;
yf; ‘s
a — me?"
198,18-19,,,1st,math,,,"--- Page 1 ---
Printed Pages: 03 University Roll No: ........-.-..-.
End Term Examination, Odd Semester 2018-19
B.Tech. I Year | Semester,
Engg. Mathematics | (BMAS-0101)
Time: 3 Hour Maximum Marks: 50

Section-A 7 X 5=35 Marks

Note: Attempt All questions

1. Trace the curve y?"
199,18-19,,,1st,math,,,"=x’.
OR

n(2x° +y’ +xz}?"
200,18-19,,,1st,math,,,"( siinpitaadaiea ) ; |, prove that when x= 0,

2(x’ +xy+2yz+zZ *)s

If v=log, sin

Ov WW wer

y=l, z=2; x—+ y—+z2—-=—.

i Oy ae 2
2.ifuaxr+yt+2?"
201,18-19,,,1st,math,,,",vexty+z,w=xy + yz + zx, then show that
(u,v, w)
A(x, y,z)
between them.

=(. Is u, v, w functionally related?"
202,18-19,,,1st,math,,,"If so find the relation

3. Find the values of a and b if the equations: x + y + 2 z =2, 2x-
y+3z=2, 5x-y+az=b have (i) no solution (ii) unique solution and (iti)
infinite number of solutions.

Page 1 of 3

--- Page 2 ---
4. Use Cayley - Hamilton theorem to find the matrix
A -5A' +74° -3A +84! —5A' +84 —2A +1, if the matrix
21 1
A=|0 1 O|.
a

5. Solve the following by the method of variation of parameters:
d’y

<2 +l=

dx

6. Solve the following simultaneous differential equations:

2 2
7 Y , x =costand <> + y=sini

dt”

7. Solve the following homogeneous differential equation

pay 23.0 43y =16x+9x7 log, x,.x >0.

dx dx
Section-B
Note: Attempt All questions. 3x 2=6 Marks
. ‘ . d’y d’y dy -2x
la. Solve the differential equation; — 0-2 +1 = -6y=e"" +

Ib. Find the solution of -42 +3y =sin3xcos2x.

d’y
lc. Solve 7 —4y =cosh(2x -1)+3"".

Page 2 of 3

Note: Attempt All questions. 3x3=9 Marks

2a. Solve fy .247,% ad

d’y
2B. == Y +4y =tan2x
dx

— = x*¢?"
203,18-19,,,1st,math,,,* +sin?
204,18-19,,,1st,math,,,"x.

2c. A spring for which the spring constant k is 700 Newton per meter
hangs in a vertical position with its upper end fixed to a support. A mass
of 20 kg is attached to the lower end and system brought to rest. Find the
position of the mass at time t, if a force 70 sin 2t Newton is applied to
the support.

¢'.?"
205,14-15,,,1st,math,,,"--- Page 1 ---
Uni. Roll No: ........0ceceseeee
Il Mid- Term Examination, 2014-15
Course: B.Tech. I- Year, l-Semester
Subject: Mathematics -1 (AHM- 101)
Time: inute Max.

Section —A

Note: Attempt all questions: (5 x 1 =5 Marks)

Ql. If f(u, v) = uand g (u, v) = v’ then find the value of Yd

alf.g)

Q2. Write the necessary and sufficient conditions for f(x, y) to
be maximum.

Q3. Find the radius of curvature if the pedal equation of an

. 1 1.1 7
ellipse be Pate ae

Q4. Write the quadrants where curve x+y =5 a’ x’ y is
symmetric.

Q5. Find the envelope of the family of straight lines y=mx + La
m

Section-B
Note: Attempt any three questions: (3 x 2 = 6 Marks)
QI. Find the points (x, y) where the function x y (1 —x ~ y) is

either maximum or minimum.

Q2. Ifx =u v and yn determine 2"")
u

-v A(x, y)”

Q3. Calculate the radius of curvature at (a, 0) for ay =a’ — x’,
Q4. Find the envelope of straight lines “+e el where the
a

parameters a and b are connected by the relation a b = c?"
206,14-15,,,1st,math,,,",

where c being a constant.

Section—C

Note: Attempt any three questions: (3 3 = 9 Marks)

Q1.Find the dimensions of the rectangular box with open top of
maximum capacity whose surface area is 432 sq. cm.

Q2.Ifw+vt+we=xtytzwt+v+we=x ty +z and

utv+w=x' +y +z then find alu,v.w)

(x,y,z)

Q3. Trace the curve y* (2a —x) =x’.
Q4. Find the equation of the circle of curvature at the point (0, 1)

of the curve y=x°+2x°+x+4l.?"
207,12-13,,,1st,math,,,"--- Page 1 ---
GLA University, Mathura Set -D
Mid- Term Il Examination, 2012-13
Course: - B.Tech. }- Year, |-Sem.
Subject: - Mathematics -1 (AHM- 101) Uni. Roll No:-
‘Time:-1HOURS 30 Minutes Total Marks:-20

Notes:-
1) Attempt ALL questions of Section- A, ANY TWO from Section- B, and ANY TWO from Section- C.
2) All parts of a question (a, b, etc.) should be answered at one place.
3) Answer should be brief and to-the-point and be supplemented with neat sketches.
4) Any missing or wrong data may be assumed suitably giving proper justification.
5) Figures on the right-hand side margin indicate full marks.

Section -A (8 x .5=4)

d‘y (d ‘y)
QI, Order and degree of the differential equation rr (22 +5y = 0 are:

* 5$,2 *4,1 * I,4 * 2,5

2
Q2. The solution of differential equation “2 +y=0is:

* None of these *y= ce +ee * y = ¢cosx + ¢)sinx * y ™ (cy + Cx) cos x + (cy + CyX) Sin x
Q3. P.1. of differential equation (D?"
208,12-13,,,1st,math,,,"+ D + 1) y =e"" is:

* None of these * 3° * 3"" *

Q4. For the particular integral rine sin ax when f (-a’) = 0 which one of the following is correct:

* None of these * —| sin ax = — sin ax
f(D"") f(-a@)

a - > cos ax * —__! _ inex — sin ax
(D’ +a’) 2a (D?"
209,12-13,,,1st,math,,,"+a’) 2a

dy

d’y
+5x = +4y = 0 will reduce to a linear

Q5. Homogeneous linear differential equation x° =
differential equation with constant coefficients by putting:
* x=tanz * x= *x=logz exer

2

2 ,
a m’y = 0, 4 - mx = 0, we obtain

(6. Eliminating y between the simultaneous equations 7
differential equation:

* (D’-m’)x=0 *(D'+m‘)x=0 *(D'-m')x=0 *(D’ + m)x=0

$ 3
Q7. The general solution of differential equation “+ + fz = 0 is given by:

5 a
* y(cy, textes x’ tex’) + ese * y=(c) + ex +e; x°) tee"" + ese""

* y=(citextee tee t+ese™ — & y=(er tex) +e tee +ece™

Q8. Solving the equations “ +ay=0, a -@ x= 0 for x, we get x=

* None of these : as™ +ce"""" * (c+ et) P * ccos@t + c,sinet

Section-B (2 x 3 =6)
Attempt any two of the followings.

d*y dy 3s
Q1. Find the complete solution of x - _ +2y = xe"" + sin 2x.

x

d*y | ,dy ‘
Q2. Find the general solution of the differential equation zx +3 7 +2y=e
d’y d’y __ dy
Q3. Solve ) +3 +x a +y=x+ log x.
Section —C (2x5 =10)

Attempt any two of the followings.

Q1. Solve by method of variation of parameters:

2 z
ct +2y= 9
dx dx l+e*

dy

Q2. Solve the simultaneous differential equations: A +O + 3 x= sin & = +y-x= cost.

Q3. The differential equation for a circuit in which self— inductance neutralize each other is
aii : ; ,
L a + c = 0 .Find the current i as a function of t, given that L is the maximum current

And i= 0 when t = 0.

eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeEEEeEeEEE———EeEeEeEEE=x*"" nn  n —— ee

|?"
210,10-11,,,1st,math,,,"--- Page 1 ---
RAN. mssseseseee GLA UNIVERSITY, MATHURA

First Mid Term Exam
Session (2010-11)

B.Tech. ist yr

MM -40 Mathematics | Time : 90 Min
PART 1 ; (2x8 =16)
Attempt ail questions :

-~ QI. The particular integral of the differential equation d’y/dx?"
211,10-11,,,1st,math,,,"— VO GS veecsessseece

Q2. The 8"" derivarive of y = 10x° is ...csssss.,

Q3. If y= log x‘ then Vor 1S..cssescsasecssseeccese secee

4. If y= . sin 3X COS K theN Vp, IS.......cscscesceseoses

Q5. If y= (x+1)"", 1 EN, then Yor is...

Q6. Complete solution of the differential equation (D?"
212,10-11,,,1st,math,,,"— 3 D + Z)Y = Os y =... cecccseccesesenssece
Q7. Integrating factor for the differential equation cos 2x vlc! +y= e*

Q8. The complete solution of a differential equation of order m has m no of arbitrary constants .
; (TRUE/FALSE)


--- Page 2 ---
PART2 _ (5x3=15)

Attempt any one part from each question :
Q1. (a) If y=x""log x, prove that

x

{b)Solve :
(D> - 3D” +4D-2)y= e
Q2. (aify=e""™ ° prove that
(1- x"")y2 - xy1 = ay
(b) Solve :
d?"
213,10-11,,,1st,math,,,y/dx?
214,10-11,,,1st,math,,,+6 d?
215,10-11,,,1st,math,,,y/dx?
216,10-11,,,1st,math,,,"+ 11 dy/dx + 6 y =0
Q3. (ajify= sin(m sin’x) , prove that
(1-7 )y2— xy + m’y = 9
(b) solve :

1
x

(1+?"
217,10-11,,,1st,math,,,") dy/dx+y= ee

PARTC (9x1=9)

Attempt-any one of the following :
Ql. Ify=(x+ Vi+ x’ )”, prove that »
(14 7 )ynez — (2N#1)x¥n42 +(n?"
218,10-11,,,1st,math,,,"— mn”) yn = 0

Q2. Solve:
(D*-2p°- 3D?"
219,10-11,,,1st,math,,,"+4D+4)y=0

aes cgecveveusesnsssercnscuscecensoeeanaes?"
220,19-20,,,1st,math,,,"--- Page 1 ---
Printed Pages: 03 University Roll No. :-

Mid Term Examination, 2019 - 20
B. Tech. I Year II Semester

Subject Name and Code: Engineering Mathematics II (BMAS 0102)

Time: 2Hrs. Note: Attempt ALL sections. _ Total Marks: 30
SECTION A (2x 3=6 marks)

Instructions: This section has 3 questions. Attempt ALL questions.
The symbols have t reir usual meanings.

Q.1. What is Leibnitz test?"
221,19-20,,,1st,math,,,"Test the following infinite series for

convergence: (2)
2 3 4 5
43 — -- — ere
1 2 63348

Q.2. Use Beta and Gamma functior.s to evaluate the integral:
fp x8 (1-37)?"
222,19-20,,,1st,math,,,"ax (2)
Q.3. Show that: (2)

3
[frPsing ae 49 = 78

where R is the region bounded by the semi-circle r = 2a cos 0

above the initial line.

SECTION B (3 x 3 = 9 marks)

Instructions: This section has 3 questions. Attempt ALL questions.

Marks are indicated against each question.

Q.1. Test the following infinite series for convergence and divergence:

(1+a).(1+b) 4 @ta).2+b) 4+28e8) -...
1.2.3 2.3.4 3.4.5

where a and b are non-zero, fixed and finite numbers.

--- Page 2 ---
Q.2. Prove that: (1.5+1.5)
(a) B(m+i,n) — B(m,n+ 1) = B(m,n)
(b) f° at = f ,s>0
Q.3. Evaluate the triple integral: (3)
So Si2J, x dzdx dy
SECTION C (3 x 5 = 15 marks)

Instructions: This section has 4 questions. Attempt ANY THREE
questions. Marks are indiceted against each question.

Q.1. (i) Test the convergence of the infinite series: (4)

oa 1?"
223,19-20,,,1st,math,,,", oe 17.52.9?"
224,19-20,,,1st,math,,,". 12, 5?"
225,19-20,,,1st,math,,,", 92, 13?"
226,19-20,,,1st,math,,,".
42 42.82 42.92.1422 © 42.82.4122 162

(ii) State Cauchy’s root test for determining the convergence and

divergence of the infinite positive term series. (1)

Q.2. (i) Use Beta and Gamma functions to evaluate: (3)
fo a
O (i+x*)3

(ii) Prove that: [>= Vir (2)

Q.3. Change the order of integration of the following double integral and
hence evaluate the same:

fy S 75 dx dy (5)

Q.4. (i) Evaluate ff xy dx dy over the positive quadrant of the circle
x*+y?"
227,19-20,,,1st,math,,,=Q?
228,19-20,,,1st,math,,,", (3)
(ii) Calculate the volume of the solid bounded by (2)

x=0, y=0,z2=Oandx+y+z=1.?"
229,16-17,,,1st,math,,,"--- Page 1 ---
22:26 4a-——“(i—i—i“‘<‘“‘“‘<C;i‘(‘it«~w BHC SSC! ES ED

Printed pages: 2 University Roll No....... dadepenescedecens

FIRST Mid Term Examination, 2016 — 2017
B. Tech. I Year I Semester
AHM — 1101: Engineering Mathematics - I

Time: - 1 % Hrs. Max. Marks:- 20
SECTION A (1x5=5 marks)

Note ; Attempt ALL questions.
Q.1. Calculate the Jacobian 1| 2% lof the following:

u=x+2y+z,vext+2y +32, w=2x+3y+5z
ae . ¢ Ow , Ow
Q.2. If w = (y-z)(z-x)(x-—y) then find oy

Q.3. Find the degree of the homogeneous function

= wt+yzt+z

u (x, y, 2) Set re
Q.4. Find the asymptotes parallel to x — axis for the curve

x*y?"
230,16-17,,,1st,math,,,"=a""(x?"
231,16-17,,,1st,math,,,"+"") ; ais a constant.
Q.5. Given curve is :

(a+x)y =x*(Ga—x)

(i) About which of the coordinate axes, the above curve is symmetrical?"
232,16-17,,,1st,math,,,(ii) What are its tangents at the origin?
233,16-17,,,1st,math,,,a?
234,16-17,,,1st,math,,,"SECTION B (2 x3 = 6 marks)
Note : Attempt any THREE questions.

Q.1. If u = e*”*, prove that Boing +See ty Wy

= PR pre CAAA

Page 1 of 2

Q3.IfV= aes then using Buler’s theorem, prove that:

Q.4. Expand F(x, y)= e*cosy at (1,7).
SECTION C (3 x 3 =9 marks)

Note : Attempt any THREE questions.
sl x + : , Ou, Ou
Q.1. If w=bog +25] then using Euler’s theorem, find aa

Q.2. If ump vata"" x+tan“! y then find 4{ 4%). Are wand,

functionally related?"
